0.055291,-0.12699,-0.96842,-1.0434,-0.99385,-0.91886,-0.84534,-0.7824,-0.061186,-0.10207
0.011857,-0.12699,-0.98008,-1.0275,-0.98948,-0.92234,-0.84534,-0.77233,-0.10377,0.045675
-0.031578,-0.17153,-1.0034,-1.0328,-0.972,-0.90147,-0.86223,-0.76226,0.06658,-0.05282
0.011857,-0.082452,-0.95677,-1.001,-0.91957,-0.80408,-0.7778,-0.71694,0.06658,0.34116
0.011857,-0.037914,-0.8286,-0.77336,-0.75353,-0.63713,-0.6596,-0.57091,0.62023,1.3015
0.055291,0.051163,-0.66548,-0.55101,-0.62681,-0.498,-0.5414,-0.40977,1.0035,2.2372
0.27246,0.18478,-0.54896,-0.39749,-0.50009,-0.35888,-0.41757,-0.27885,1.3868,3.0251
0.5765,0.40747,-0.059588,0.20603,0.054835,0.17677,0.072112,0.26499,3.2607,6.4478
0.66337,0.49655,0.056929,0.36485,0.22525,0.31589,0.21845,0.42613,3.7292,7.4574
0.83711,0.71924,0.46474,0.73543,0.67531,0.74719,0.67437,0.89947,5.305,10.462
0.83711,0.76378,0.59291,0.83072,0.78892,0.89328,0.82071,1.0505,5.9012,11.52
1.3149,1.2537,1.1172,1.3442,1.3788,1.6098,1.5524,1.7605,11.48,18.144
1.6624,1.4764,1.4435,1.646,1.7284,1.9402,2.014,2.1533,15.271,21.838
1.7058,1.5209,1.6649,1.7731,1.9075,2.0863,2.2222,2.3547,17.145,23.364
1.7058,1.6991,1.7581,1.8154,1.9774,2.128,2.3292,2.4202,17.783,24.029
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
-0.42249,-0.43876,-0.93347,-1.0381,-0.92831,-0.90147,-0.80594,-0.79751,0.3647,0.021051
-0.11845,-0.30514,-0.89851,-0.99041,-0.89772,-0.87713,-0.78905,-0.7824,0.27952,0.094922
-0.075012,-0.21607,-0.85191,-0.89512,-0.84529,-0.79017,-0.73277,-0.69176,0.66282,0.41503
-0.075012,-0.17153,-0.8286,-0.79454,-0.79722,-0.72061,-0.69337,-0.6414,0.83317,0.71051
-0.075012,-0.12699,-0.66548,-0.4769,-0.57438,-0.42496,-0.45697,-0.39466,1.7701,2.3849
0.011857,-0.082452,-0.52566,-0.20161,-0.28162,-0.10497,-0.16992,-0.022033,3.0478,4.4287
0.35933,0.18478,-0.30427,0.15309,0.041727,0.22546,0.14528,0.39088,3.9847,6.7926
0.35933,0.27386,-0.18776,0.25897,0.1466,0.33329,0.24097,0.51173,4.368,7.6052
0.40277,0.36293,0.17345,0.53426,0.48305,0.70545,0.60119,0.92465,6.1141,10.388
0.48963,0.40747,0.26666,0.61896,0.60103,0.83762,0.74754,1.0505,6.8807,11.471
1.0977,1.1201,1.1522,1.3495,1.5011,1.7524,1.8507,2.0023,14.93,21.69
1.228,1.2092,1.2454,1.4448,1.606,1.8602,1.9802,2.113,15.782,22.626
1.4018,1.3873,1.4085,1.5931,1.7764,2.0167,2.1772,2.2893,17.145,23.808
1.4886,1.5209,1.56,1.6884,1.8988,2.1002,2.2954,2.3799,17.996,24.497
1.5755,1.4764,1.6066,1.7201,1.9294,2.1176,2.3235,2.4051,18.209,24.768
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
-0.33562,-0.39422,-0.92182,-1.0592,-0.90646,-0.90147,-0.81157,-0.82772,0.19434,-0.15131
-0.24875,-0.34968,-0.93347,-1.0539,-0.91083,-0.91539,-0.81157,-0.81261,0.19434,-0.05282
-0.33562,-0.34968,-0.99173,-1.0539,-0.88024,-0.89452,-0.80031,-0.81261,0.06658,0.021051
-0.24875,-0.4833,-0.91016,-0.93747,-0.82344,-0.83887,-0.71025,-0.74211,0.66282,0.51353
-0.33562,-0.43876,-0.84025,-0.72571,-0.74916,-0.76582,-0.63146,-0.6263,1.1313,1.2769
-0.42249,-0.4833,-0.74704,-0.55631,-0.67051,-0.64757,-0.54703,-0.4853,1.6424,2.2618
-0.37905,-0.43876,-0.72374,-0.43454,-0.59622,-0.53626,-0.47948,-0.37452,2.0256,3.099
0.14216,0.051163,-0.50235,-0.011024,-0.22918,-0.077142,-0.11363,0.048464,3.3885,6.2508
0.18559,0.14024,-0.40914,0.10544,-0.10684,0.044595,-0.017945,0.18442,3.7292,7.1619
0.22903,0.36293,0.021974,0.43897,0.3039,0.43415,0.33665,0.65776,4.8365,9.8459
0.35933,0.49655,0.19675,0.55543,0.46557,0.58372,0.50551,0.82897,5.4327,10.806
0.75024,0.71924,0.63952,0.87307,0.92437,1.0498,1.0684,1.3174,8.4991,14.524
0.88054,0.76378,0.74438,0.97366,1.0511,1.2028,1.2428,1.4735,10.117,16.248
1.0977,1.1646,1.1988,1.3919,1.5667,1.7733,1.8789,2.0476,15.484,22.404
1.4452,1.5209,1.5833,1.6301,1.8682,2.055,2.2785,2.3547,17.911,24.792
1.5755,1.61,1.6532,1.6831,1.9381,2.1246,2.3742,2.4001,18.209,25.113
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
-0.20532,-0.037914,-1.05,-1.1281,-0.94142,-0.92582,-0.78905,-0.81765,0.06658,-0.15131
-0.11845,-0.17153,-1.0383,-1.1016,-0.90646,-0.91886,-0.78905,-0.78743,0.23693,-0.12669
-0.20532,-0.12699,-1.015,-1.0698,-0.89772,-0.88756,-0.76091,-0.76729,0.3647,0.045675
-0.20532,-0.21607,-0.92182,-0.80512,-0.82344,-0.75191,-0.71025,-0.66658,0.70541,0.63664
0.098725,-0.037914,-0.56061,-0.14867,-0.36027,-0.20236,-0.25434,-0.15799,2.7497,4.281
0.055291,0.0066248,-0.4441,0.004858,-0.22918,-0.070185,-0.12489,0.0031445,3.2607,5.2167
0.3159,0.27386,-0.0013294,0.38073,0.21214,0.30894,0.25223,0.48152,4.6235,8.0484
0.4462,0.45201,0.13849,0.47602,0.3607,0.43763,0.39857,0.64266,5.2198,9.0333
0.61994,0.58562,0.55795,0.74602,0.77581,0.86545,0.87136,1.0959,8.4139,12.702
0.66337,0.54109,0.67447,0.8466,0.89815,1.0115,1.0346,1.2419,9.8619,14.254
1.0543,0.98647,1.024,1.1854,1.2958,1.4985,1.5806,1.7555,14.249,19.917
1.0543,1.1201,1.1522,1.2913,1.4181,1.6376,1.7269,1.9166,15.271,21.296
1.4018,1.3873,1.5367,1.5984,1.8026,2.0202,2.1941,2.3598,18.252,24.743
1.5321,1.5655,1.6183,1.6619,1.8813,2.0898,2.3123,2.4353,18.848,25.408
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
0.22903,0.051163,-0.94512,-1.1016,-0.972,-0.98147,-0.87348,-0.84283,0.23693,-0.10207
0.14216,0.051163,-0.94512,-1.091,-0.972,-0.95713,-0.82283,-0.84283,0.27952,-0.05282
0.055291,0.051163,-0.94512,-1.0592,-0.9589,-0.92234,-0.83408,-0.81765,0.57764,0.094922
-0.031578,0.095702,-0.94512,-0.96924,-0.88024,-0.84234,-0.74965,-0.73708,0.91835,0.68589
0.18559,0.14024,-0.77034,-0.70454,-0.73168,-0.67191,-0.61457,-0.58098,1.472,1.5477
0.40277,0.31839,-0.61887,-0.43454,-0.55253,-0.47713,-0.47386,-0.3997,1.8979,2.4342
0.5765,0.45201,-0.50235,-0.25455,-0.40397,-0.32409,-0.35566,-0.24863,2.3238,3.2714
0.61994,0.54109,-0.036285,0.30662,0.16407,0.25677,0.17905,0.40095,4.3254,7.4574
0.66337,0.58562,0.10354,0.43897,0.32575,0.42372,0.34228,0.60741,5.0494,8.8363
0.92398,0.89739,0.46474,0.73543,0.75833,0.90023,0.83196,1.121,7.6047,12.776
0.96741,0.98647,0.55795,0.82013,0.88942,1.0602,1.0008,1.2721,8.8824,14.327
1.3149,1.1646,0.93081,1.1007,1.2783,1.5159,1.513,1.7656,13.482,19.794
1.4886,1.3428,1.0473,1.196,1.4006,1.655,1.6706,1.9166,14.589,21.247
1.923,1.6991,1.4318,1.5348,1.8114,2.0759,2.2278,2.3598,17.954,24.842
1.9664,1.8327,1.5484,1.6142,1.8944,2.1489,2.3348,2.4403,18.763,25.457
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
0.95825,1.0595,-0.76078,-1.0116,-1.0509,-0.90825,-0.96245,-0.95702,-0.56745,-0.33528
0.91209,1.1935,-0.80123,-0.97433,-1.0424,-0.90083,-0.96245,-0.92299,-0.56745,-0.098326
0.95825,1.1935,-0.72843,-0.90504,-1.0127,-0.88228,-0.94409,-0.91165,-0.28542,0.27027
1.1429,1.2382,-0.66372,-0.7558,-0.94054,-0.8044,-0.88288,-0.82091,0.23162,0.90216
1.1891,1.2828,-0.63945,-0.58523,-0.80048,-0.59672,-0.72375,-0.61107,0.98369,1.8237
1.2352,1.3275,-0.59091,-0.47863,-0.70287,-0.4632,-0.58298,-0.45227,1.4537,2.4819
1.6507,1.5955,-0.25927,0.075709,-0.21904,0.093098,-0.062742,0.16022,3.4749,5.4043
1.743,1.6402,-0.12984,0.25693,-0.023811,0.27853,0.10251,0.37573,4.039,6.4838
1.9738,1.9528,0.31506,0.74731,0.51519,0.85338,0.65335,0.9939,6.0131,9.8802
2.02,2.0868,0.46066,0.88589,0.68496,1.0425,0.86757,1.1981,6.9532,11.302
2.5277,2.4889,0.946,1.3869,1.3131,1.6952,1.6816,1.8843,12.312,17.147
2.7124,2.8462,1.3343,1.6641,1.7884,2.0958,2.2875,2.287,17.388,21.149
2.8047,2.9355,1.4313,1.7227,1.8818,2.1625,2.3977,2.3607,18.281,21.886
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1.466,1.6402,-0.73652,-1.001,-0.99996,-0.92308,-0.91348,-0.91732,-0.19142,-0.30895
1.6507,1.6848,-0.74461,-0.99565,-0.99571,-0.91937,-0.90124,-0.94,0.043605,-0.28263
1.466,1.7295,-0.72034,-0.969,-0.98298,-0.90825,-0.89512,-0.88896,0.043605,-0.28263
1.5122,1.5062,-0.71225,-0.99565,-1.0042,-0.91195,-0.90124,-0.92866,-0.23842,-0.22997
1.4199,1.6848,-0.72843,-0.969,-0.966,-0.85632,-0.87064,-0.89463,0.18462,0.059646
1.5584,1.6848,-0.70416,-0.89971,-0.91932,-0.79328,-0.83392,-0.81524,0.70166,0.8495
1.743,1.7742,-0.59091,-0.53726,-0.71136,-0.46691,-0.54626,-0.48063,2.1588,2.9031
1.6968,1.8635,-0.51811,-0.38268,-0.58403,-0.31115,-0.39937,-0.31049,2.6288,3.614
1.7892,1.9082,-0.42913,-0.21745,-0.43124,-0.14055,-0.24024,-0.12334,3.1459,4.3512
2.1123,2.0422,-0.097485,0.1983,0.056827,0.38608,0.26776,0.54587,4.509,7.3526
2.2046,2.0868,0.023851,0.31557,0.23932,0.56781,0.4575,0.77839,5.0731,8.4848
2.3893,2.5335,0.63862,0.86457,1.0542,1.4505,1.4306,1.7198,10.197,14.777
2.8509,3.0249,1.0916,1.243,1.6441,2.0216,2.2018,2.2926,16.871,20.464
3.1278,3.2929,1.2696,1.339,1.8309,2.1551,2.4283,2.4628,18.328,21.807
3.1278,3.4269,1.3828,1.4029,1.9242,2.2108,2.5752,2.5762,19.362,22.544
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1.0044,1.1488,-0.74461,-1.0223,-1.0042,-0.90454,-0.92572,-0.93433,0.13761,-0.2563
1.0044,1.1042,-0.7527,-1.017,-1.0042,-0.89341,-0.93185,-0.91732,-0.050403,-0.22997
1.0506,1.2382,-0.76887,-1.0223,-1.0297,-0.90454,-0.9196,-0.94,-0.097408,-0.15098
1.0967,1.1935,-0.76887,-1.0276,-1.0254,-0.89712,-0.91348,-0.91165,-0.0033991,-0.20364
1.0967,1.1935,-0.76887,-0.97966,-1.0169,-0.88599,-0.9196,-0.93433,0.13761,-0.01934
1.1429,1.1488,-0.7527,-0.89971,-0.99571,-0.81924,-0.86452,-0.87195,0.56065,0.34926
1.0967,1.1935,-0.65563,-0.6865,-0.88961,-0.64493,-0.74823,-0.70181,1.2657,1.4551
1.1429,1.3275,-0.57474,-0.48396,-0.72409,-0.43724,-0.5585,-0.47496,1.9708,2.4819
1.5122,1.6848,-0.11366,0.15566,-0.0068342,0.29337,0.16983,0.43812,4.509,6.6154
1.6968,1.8188,0.088563,0.34222,0.2563,0.54556,0.44525,0.76705,5.5431,8.1952
1.8353,1.9528,0.2827,0.52344,0.54066,0.83113,0.76352,1.1017,6.9532,9.9855
2.2046,2.5782,1.0512,1.1844,1.5677,1.877,2.1345,2.2586,15.978,19.2
2.2508,2.5335,1.221,1.2803,1.7417,2.0698,2.3916,2.4854,17.858,21.07
2.3431,2.8015,1.3424,1.339,1.8733,2.1663,2.5384,2.6272,19.08,21.965
2.4816,2.9802,1.3585,1.339,1.8903,2.1774,2.5568,2.6442,19.221,22.07
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
0.68128,1.1488,-0.7527,-1.0063,-1.0254,-0.91937,-0.9196,-0.92866,-0.0033991,-0.098326
0.72745,0.97017,-0.77696,-1.0116,-1.0297,-0.92308,-0.90736,-0.96269,0.043605,-0.15098
0.77361,1.1042,-0.76078,-0.93702,-1.0169,-0.86745,-0.89512,-0.91732,0.27863,0.13863
0.81977,1.1042,-0.72034,-0.85174,-0.99147,-0.81553,-0.86452,-0.84926,0.56065,0.4809
0.95825,1.0595,-0.61518,-0.60122,-0.87688,-0.63751,-0.76659,-0.67345,1.1247,1.5867
1.0967,1.1488,-0.51811,-0.32938,-0.66891,-0.34082,-0.52178,-0.37288,2.1588,3.0874
1.1429,1.2382,-0.43722,-0.20146,-0.52886,-0.15167,-0.33204,-0.14603,2.8169,4.0353
1.466,1.6848,-0.1622,0.15033,0.048339,0.43059,0.3106,0.64795,4.9791,7.3263
1.6507,1.7742,-0.0085053,0.28892,0.28177,0.66424,0.56154,0.94286,6.0131,8.6691
2.1123,2.1762,0.65479,0.85924,1.1561,1.5766,1.6571,1.9353,12.688,15.988
2.2508,2.3549,0.95409,1.0671,1.5041,1.8992,2.1039,2.2643,16.119,19.121
2.2969,2.5782,1.1644,1.1897,1.7714,2.1106,2.4344,2.4968,18.563,21.359
2.4816,2.6675,1.3019,1.2217,1.8818,2.1774,2.569,2.5932,19.55,22.07
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
0.91209,1.1488,-0.76078,-1.0649,-1.0339,-0.90454,-0.87676,-0.88329,0.23162,-0.045668
0.81977,1.1935,-0.76887,-1.0649,-1.0339,-0.90454,-0.87676,-0.90031,0.23162,-0.098326
0.81977,1.0595,-0.76887,-1.0543,-1.0169,-0.90083,-0.8584,-0.86628,-0.050403,0.085974
0.86593,1.1935,-0.77696,-1.0543,-1.0297,-0.89712,-0.8584,-0.87195,0.32563,0.059646
0.91209,1.1042,-0.72843,-0.93169,-0.96176,-0.81182,-0.80944,-0.80957,0.88968,0.8495
0.81977,1.1935,-0.67181,-0.77712,-0.91507,-0.72281,-0.75435,-0.73017,1.3127,1.4551
1.1891,1.4615,-0.39678,-0.21212,-0.47369,-0.18134,-0.27084,-0.14603,3.0989,4.2459
1.3275,1.4615,-0.32398,-0.073535,-0.29968,0.011507,-0.062742,0.11485,3.7569,5.2727
1.8353,1.7742,0.015762,0.34222,0.31572,0.71616,0.63499,1.0223,6.2012,9.7222
1.9276,1.9528,0.16136,0.47014,0.53217,0.96093,0.87981,1.3115,7.4233,11.381
2.2969,2.4442,0.82466,0.98184,1.3683,1.8251,1.9754,2.2189,14.897,18.437
2.3893,2.6229,1.0269,1.1204,1.6314,2.055,2.3181,2.4457,17.247,20.359
2.3893,2.6229,1.1644,1.195,1.7714,2.144,2.4895,2.5478,18.469,21.28
2.3431,2.6229,1.2372,1.2324,1.8394,2.1885,2.5568,2.5932,19.08,21.596
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
0.92011,1.2858,-0.75854,-1.156,-0.99463,-0.96771,-0.9166,-0.99301,0.061894,-0.27629
0.81874,1.0469,-0.8028,-1.156,-0.99463,-0.96771,-0.90205,-0.99301,0.061894,-0.22533
0.92011,1.1425,-0.8323,-1.1935,-0.99463,-0.9771,-0.9166,-1.0013,0.10903,-0.27629
0.86942,1.1425,-0.8618,-1.1935,-0.98925,-0.96302,-0.90932,-0.98469,0.15617,-0.25081
0.86942,1.0947,-0.77329,-1.1373,-1,-0.96302,-0.92388,-0.99301,0.10903,-0.27629
0.9708,1.1902,-0.84705,-1.1748,-0.98925,-0.9771,-0.95299,-0.96803,0.10903,-0.25081
0.86942,1.238,-0.8323,-1.0718,-0.98925,-0.94424,-0.89477,-0.96803,0.061894,-0.072423
0.76805,1.2858,-0.71429,-0.9315,-0.93006,-0.89261,-0.85838,-0.88476,0.29759,0.30983
0.86942,1.2858,-0.62578,-0.70696,-0.83859,-0.73303,-0.74921,-0.73486,0.48614,0.64112
0.9708,1.3336,-0.55202,-0.53855,-0.74711,-0.6063,-0.64003,-0.5933,0.62756,0.9979
1.1229,1.3336,-0.28649,0.041526,-0.35969,-0.15572,-0.24702,0.056235,2.3246,3.215
1.6298,1.7159,0.84937,1.3327,0.86716,1.0458,0.95387,1.4053,8.7355,11.472
1.8832,2.1461,1.6902,2.0531,1.6851,1.8625,1.9291,2.1797,15.335,19.244
2.0353,2.3372,2.0147,2.287,1.9649,2.1348,2.2567,2.5045,17.503,21.512
2.0353,2.4328,2.0885,2.315,2.0348,2.1864,2.3367,2.5878,18.022,21.997
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
-0.3471,0.13886,-0.89131,-1.0999,-0.9193,-0.90669,-0.82926,-0.85978,0.25045,-0.35274
-0.29641,0.23444,-0.90606,-1.0906,-0.9193,-0.89731,-0.80743,-0.88476,0.20331,-0.35274
-0.29641,0.28223,-0.87655,-1.0906,-0.90854,-0.88792,-0.82199,-0.87643,0.25045,-0.37823
-0.19503,0.33002,-0.93556,-1.0906,-0.92468,-0.89261,-0.80743,-0.88476,0.20331,-0.37823
