-0.14434,0.23444,-0.92081,-1.1093,-0.93006,-0.89731,-0.82199,-0.8681,0.20331,-0.35274
-0.042967,0.23444,-0.95031,-1.0999,-0.93006,-0.89731,-0.81471,-0.8681,0.29759,-0.27629
-0.093656,0.23444,-0.95031,-1.0999,-0.93006,-0.902,-0.81471,-0.87643,0.25045,-0.25081
-0.19503,0.18665,-0.92081,-1.1093,-0.93006,-0.89261,-0.81471,-0.8681,0.29759,-0.19984
-0.19503,0.18665,-0.96506,-1.1093,-0.94082,-0.902,-0.82199,-0.85978,0.34473,-0.25081
-0.19503,0.33002,-0.95031,-1.1373,-0.92468,-0.89731,-0.82199,-0.85145,0.29759,-0.22533
-0.14434,0.33002,-0.97981,-1.1467,-0.92468,-0.902,-0.82199,-0.85978,0.20331,-0.27629
-0.042967,0.37781,-0.96506,-1.128,-0.9193,-0.89261,-0.80743,-0.87643,0.15617,-0.25081
-0.14434,0.23444,-0.90606,-1.1186,-0.90854,-0.89731,-0.82199,-0.8681,0.014755,-0.30178
-0.093656,0.28223,-0.92081,-1.1186,-0.90854,-0.89731,-0.82199,-0.85978,0.061894,-0.32726
-0.093656,0.28223,-0.89131,-1.1186,-0.90854,-0.89731,-0.81471,-0.87643,0.20331,-0.25081
0.1091,0.37781,-0.92081,-1.1093,-0.91392,-0.902,-0.81471,-0.87643,0.15617,-0.25081
0.05841,0.37781,-0.89131,-1.0718,-0.88701,-0.88323,-0.79287,-0.85145,0.25045,-0.12339
0.15979,0.56897,-0.74379,-0.76309,-0.76325,-0.75181,-0.64003,-0.62661,0.76898,0.76854
0.36254,0.52118,-0.56677,-0.4637,-0.60721,-0.5359,-0.40713,-0.3185,1.7118,2.1192
0.76805,0.99909,-0.36025,0.050882,-0.20902,-0.075926,0.03683,0.381,3.4559,4.6421
0.9708,1.1902,-0.21274,0.27543,0.0062132,0.14467,0.23334,0.68911,4.163,5.9163
1.427,1.7637,0.73136,1.1642,0.8833,1.1022,1.1067,1.5385,8.4055,12.134
1.5791,1.8593,0.99688,1.3701,1.1039,1.3228,1.3542,1.7134,10.291,14.148
2.1366,2.4806,1.6164,1.8753,1.7173,1.9189,2.0674,2.2796,15.523,19.448
2.2887,2.5762,1.764,1.9689,1.8357,2.0127,2.1839,2.3962,16.419,20.238
2.3394,2.624,2.0147,2.0905,2.0133,2.1676,2.3804,2.5961,17.739,21.436
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
0.1091,0.52118,-0.87655,-1.1186,-0.9193,-0.88792,-0.7856,-0.80148,0.34473,-0.17436
0.21047,0.47339,-0.8618,-1.0999,-0.9193,-0.86915,-0.77104,-0.82647,0.29759,-0.17436
0.05841,0.23444,-0.89131,-1.128,-0.90316,-0.902,-0.79287,-0.79316,0.43901,-0.17436
-0.093656,0.33002,-0.8323,-1.0906,-0.89778,-0.87384,-0.77104,-0.80148,0.25045,-0.19984
0.15979,0.37781,-0.87655,-1.0906,-0.90316,-0.88792,-0.75648,-0.81814,0.061894,-0.22533
0.26116,0.47339,-0.89131,-1.0625,-0.87625,-0.84568,-0.75648,-0.80148,0.29759,-0.072423
0.15979,0.4256,-0.72904,-0.8473,-0.8063,-0.74711,-0.66915,-0.64326,0.86326,0.79403
0.21047,0.47339,-0.67003,-0.67889,-0.75249,-0.66263,-0.60364,-0.53501,1.1461,1.3037
0.61598,0.90351,-0.21274,0.31285,-0.090643,0.069576,0.044108,0.51424,3.4088,4.9224
0.81874,1.0947,-0.03572,0.49997,0.097688,0.28079,0.22606,0.73908,3.9273,5.9927
1.1229,1.7159,0.90838,1.3514,1.0124,1.2852,1.1577,1.5468,9.0183,12.44
1.6298,2.0983,1.1887,1.6133,1.3353,1.6185,1.5652,1.9049,12.459,16.033
1.8325,2.2894,1.3214,1.7069,1.4752,1.7499,1.7472,2.0381,13.732,17.333
1.8832,2.385,1.7345,1.9595,1.8088,2.055,2.1402,2.3546,16.231,19.754
1.9339,2.4328,1.882,2.0531,1.9326,2.1535,2.2785,2.4795,17.268,20.62
1.9846,2.4328,1.941,2.0811,2.024,2.2052,2.3731,2.5295,17.645,21.156
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
0.05841,0.33002,-0.84705,-1.1373,-0.83321,-0.85506,-0.71281,-0.80148,0.34473,0.029512
0.1091,0.37781,-0.8323,-1.1467,-0.83859,-0.85976,-0.71281,-0.80148,0.34473,-0.021455
0.05841,0.37781,-0.8618,-1.1373,-0.85473,-0.86445,-0.73465,-0.78483,0.39187,0.029512
-0.093656,0.18665,-0.87655,-1.156,-0.84935,-0.86445,-0.72737,-0.75985,0.53328,0.029512
0.05841,0.28223,-0.84705,-1.128,-0.85473,-0.86445,-0.71281,-0.79316,0.29759,-0.021455
0.05841,0.28223,-0.89131,-1.128,-0.86011,-0.85976,-0.73465,-0.80148,0.29759,-0.046939
0.15979,0.37781,-0.87655,-1.1373,-0.86011,-0.88323,-0.75648,-0.7765,0.48614,0.0040286
0.05841,0.33002,-0.8323,-1.1373,-0.84935,-0.87384,-0.74193,-0.75985,0.53328,-0.046939
0.05841,0.37781,-0.84705,-1.0999,-0.83859,-0.86445,-0.74193,-0.75985,0.6747,0.054996
0.0077211,0.37781,-0.8028,-1.0812,-0.81168,-0.84568,-0.72009,-0.76817,0.62756,0.2079
0.1091,0.47339,-0.81755,-1.0438,-0.80092,-0.8269,-0.69098,-0.73486,0.72184,0.41177
0.05841,0.47339,-0.78805,-0.97828,-0.78478,-0.78935,-0.65459,-0.67657,0.76898,0.61564
0.41323,0.71234,-0.36025,0.07895,-0.31126,-0.14633,-0.15968,0.14784,2.4188,3.3679
0.71736,1.1425,0.55434,0.97713,0.61425,0.81586,0.68458,1.1388,6.19,8.8214
0.92011,1.3814,0.93788,1.2859,0.95863,1.1773,1.0485,1.4552,8.6412,11.778
1.7818,1.9549,1.7345,2.0344,1.7927,2.0033,2.0965,2.263,15.948,19.983
1.8325,2.0027,1.9262,2.156,1.9702,2.1582,2.293,2.4379,17.221,21.258
1.8325,2.0505,2.0147,2.1841,2.0187,2.2005,2.344,2.5045,17.645,21.691
1.8325,2.0027,2.0442,2.1934,2.051,2.2239,2.3804,2.5544,17.975,21.997
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
-0.29641,0.091071,-0.8028,-0.96892,-0.78478,-0.78466,-0.62548,-0.65992,0.6747,0.2079
-0.24572,-0.0045093,-0.8323,-0.96892,-0.79554,-0.78935,-0.64731,-0.65992,0.72184,0.2079
-0.19503,-0.10009,-0.8323,-0.95957,-0.79016,-0.80813,-0.62548,-0.64326,0.76898,0.15693
-0.14434,-0.0045093,-0.8028,-0.95957,-0.79016,-0.80813,-0.63276,-0.62661,0.76898,0.18242
-0.093656,0.043281,-0.84705,-0.99699,-0.79016,-0.79405,-0.62548,-0.64326,0.6747,0.18242
-0.042967,0.18665,-0.8323,-0.96892,-0.79016,-0.78935,-0.62548,-0.65159,0.48614,0.15693
-0.042967,0.18665,-0.8618,-0.96892,-0.78478,-0.78935,-0.62548,-0.66825,0.43901,0.10596
-0.14434,0.18665,-0.8028,-0.94086,-0.7794,-0.78935,-0.6182,-0.65992,0.43901,0.15693
-0.19503,0.091071,-0.81755,-0.95021,-0.7794,-0.79874,-0.62548,-0.65992,0.48614,0.18242
-0.19503,0.043281,-0.78805,-0.95957,-0.7794,-0.79874,-0.6182,-0.65159,0.58042,0.2079
-0.19503,0.043281,-0.81755,-0.95957,-0.7794,-0.79874,-0.62548,-0.65992,0.58042,0.18242
-0.24572,0.043281,-0.81755,-0.9315,-0.77402,-0.77997,-0.60364,-0.65992,0.62756,0.18242
-0.24572,0.091071,-0.74379,-0.92214,-0.76325,-0.76589,-0.58909,-0.63494,0.72184,0.33532
-0.093656,0.18665,-0.77329,-0.86601,-0.74173,-0.72834,-0.57453,-0.5933,0.86326,0.66661
0.1091,0.4256,-0.61103,-0.41692,-0.59107,-0.47958,-0.36347,-0.25188,1.7589,1.9408
0.31185,0.76014,-0.30125,0.18187,-0.16598,0.017946,0.095055,0.53922,3.5502,4.9734
0.61598,1.0469,0.023286,0.54675,0.22683,0.43098,0.48807,1.0305,5.1058,7.6747
0.76805,1.1902,0.25931,0.71516,0.44745,0.65628,0.70642,1.2304,6.3785,9.3311
1.1229,1.4292,0.6871,1.0894,0.86716,1.0787,1.1504,1.5552,10.008,13.281
1.3256,1.5248,1.3804,1.604,1.5075,1.656,1.8636,2.0215,14.911,18.633
1.6804,2.0027,1.9557,1.9969,1.9864,2.0691,2.4022,2.4545,18.21,21.665
1.6298,2.0505,2.0737,2.0718,2.0832,2.1395,2.5041,2.5461,18.87,22.302
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
0.87858,0.99588,-0.78451,-0.90893,-0.84765,-0.82803,-0.73619,-0.70608,-0.069443,-0.23536
1.0246,1.0884,-0.81114,-0.8556,-0.84268,-0.81956,-0.73619,-0.66396,0.11352,-0.2101
0.87858,1.0421,-0.7712,-0.7756,-0.788,-0.78148,-0.6943,-0.61341,0.02204,-0.033288
0.82989,0.94964,-0.6514,-0.6156,-0.69353,-0.67567,-0.60352,-0.55444,0.15927,0.47189
1.0733,1.0884,-0.35854,-0.028919,-0.30575,-0.18898,-0.25439,0.026874,1.9889,3.4019
1.8037,1.782,1.5051,1.9,1.6033,1.8678,1.7706,1.8214,14.156,19.694
1.6576,1.8283,1.758,2.14,1.8967,2.126,2.1127,2.1078,16.855,22.27
1.6576,1.782,1.9311,2.22,2.006,2.2191,2.2594,2.2342,17.998,23.306
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
-0.38738,-0.1602,-0.7712,-1.0067,-0.84765,-0.87035,-0.6943,-0.77348,-0.11518,-0.31114
-0.14393,-0.02147,-0.75789,-0.98005,-0.82777,-0.86189,-0.6943,-0.73978,0.20501,-0.18484
-0.19262,0.024773,-0.79783,-0.96227,-0.75817,-0.71799,-0.63146,-0.57971,0.79965,1.0023
